Cancer	Sample	Fusion	Junction	Spanning	Breakpoint1	Breakpoint2
PRAD	TCGA-V1-A8WN-01A-11R-A37L-07	C1orf132--TSC22D3	80	177	chr1:207815929:-	chrX:107715950:-
PRAD	TCGA-V1-A8WN-01A-11R-A37L-07	SERF2--GPN2	2	27	chr15:43799107:+	chr1:26884290:-
PRAD	TCGA-V1-A8WN-01A-11R-A37L-07	MMP11--GAS2L1	2	6	chr22:23772978:+	chr22:29310439:+
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	TMPRSS2--ERG	33	207	chr21:41498119:-	chr21:38445621:-
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	CHTF8--TBC1D22A	35	46	chr16:69132089:-	chr22:47173498:+
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	TMPRSS2--INPP4B	29	54	chr21:41508081:-	chr4:142270774:-
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	UBE2D3--GSTCD	22	79	chr4:102826485:-	chr4:105822954:+
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	HERC2--TMEM145	12	12	chr15:28299402:-	chr19:42314272:+
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	ELP5--ZNF614	4	38	chr17:7257038:+	chr19:52013246:-
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	ERG--TMPRSS2	5	6	chr21:38575662:-	chr21:41480602:-
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	DYM--KATNAL2	2	10	chr18:49363161:-	chr18:47052880:+
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	BORCS5--HDAC7	1	12	chr12:12357509:+	chr12:47792004:-
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	TCF12--TTC23	3	4	chr15:56921098:+	chr15:99221864:-
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	ECI1--CDKN3	3	3	chr16:2251316:-	chr14:54401524:+
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	ZNRF3--DCAF11	1	7	chr22:28884066:+	chr14:24117266:+
PRAD	TCGA-V1-A8WS-01A-11R-A37L-07	ACTR3--ZRANB3	1	6	chr2:113942359:+	chr2:135230927:-
PRAD	TCGA-V1-A8WV-01A-11R-A37L-07	EIF2AK1--MAP2K5	8	21	chr7:6037424:-	chr15:67806646:+
PRAD	TCGA-V1-A8WV-01A-11R-A37L-07	BEND7--FRMD4A	5	5	chr10:13499739:-	chr10:13858912:-
PRAD	TCGA-V1-A8WV-01A-11R-A37L-07	FBXL3--MYCBP2	2	16	chr13:77015409:-	chr13:77051162:-
PRAD	TCGA-V1-A8WV-01A-11R-A37L-07	HDAC10--MORN5	1	7	chr22:50246679:-	chr9:122199885:+
PRAD	TCGA-V1-A8WV-01A-11R-A37L-07	MAPK12--MORN5	1	7	chr22:50246679:-	chr9:122199885:+
PRAD	TCGA-V1-A8WW-01A-11R-A37L-07	NDRG1--ERG	50	160	chr8:133280231:-	chr21:38445620:-
PRAD	TCGA-V1-A8WW-01A-11R-A37L-07	POLR2L--TSPAN4	1	6	chr11:842414:-	chr11:847201:+
PRAD	TCGA-V1-A8X3-01A-11R-A37L-07	SRRM2--SNRPE	10	39	chr16:2760499:+	chr1:203869877:+
PRAD	TCGA-V1-A8X3-01A-11R-A37L-07	SPATS2--PPM1H	3	7	chr12:49461037:+	chr12:62832279:-
PRAD	TCGA-V1-A9O5-01A-11R-A41O-07	KIAA2022--PBDC1	4	12	chrX:74924883:-	chrX:76172950:+
PRAD	TCGA-V1-A9O5-01A-11R-A41O-07	CEP70--TNFSF10	2	11	chr3:138498031:-	chr3:172509321:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	TMPRSS2--ERG	136	454	chr21:41498119:-	chr21:38445621:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	ACPP--ATP2C1	69	338	chr3:132317576:+	chr3:130930416:+
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	SLC30A4--VPS53	29	121	chr15:45521964:-	chr17:661895:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	TMTC3--ACSS3	16	37	chr12:88142487:+	chr12:81253307:+
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	NSFP1--NMT1	14	3	chr17:46372866:+	chr17:45099405:+
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	KIF13B--CSGALNACT1	7	23	chr8:29108139:-	chr8:19408694:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	BLOC1S6--SCMH1	6	22	chr15:45592276:+	chr1:41048890:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	HMGN2P46--EBNA1BP2	3	33	chr15:45536209:+	chr1:43175045:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	SCAF8--GREB1	8	9	chr6:154827240:+	chr2:11629948:+
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	SCMH1--SQRDL	4	20	chr1:41070595:-	chr15:45658907:+
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	DOT1L--LSM7	3	15	chr19:2180756:+	chr19:2328477:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	ATP2C1--CPNE4	2	12	chr3:130956179:+	chr3:132040321:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	HMGN2P46--VPS53	2	9	chr15:45512449:+	chr17:661895:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	XPO5--KIF6	1	7	chr6:43573480:-	chr6:39346526:-
PRAD	TCGA-V1-A9O9-01A-11R-A41O-07	DAGLA--INCENP	1	3	chr11:61723572:+	chr11:62150057:+
PRAD	TCGA-V1-A9OA-01A-11R-A41O-07	RNF121--VASP	1	15	chr11:71957264:+	chr19:45517663:+
PRAD	TCGA-V1-A9OL-01A-11R-A41O-07	HTT--WDR19	29	85	chr4:3189093:+	chr4:39255848:+
PRAD	TCGA-V1-A9OL-01A-11R-A41O-07	FAM110B--PREX2	15	34	chr8:57994806:+	chr8:68191722:+
PRAD	TCGA-V1-A9OL-01A-11R-A41O-07	PREX2--FAM110B	9	35	chr8:68192525:+	chr8:58189318:+
PRAD	TCGA-V1-A9OL-01A-11R-A41O-07	DCP1A--HYAL3	7	15	chr3:53285476:-	chr3:50295362:-
PRAD	TCGA-V1-A9OL-01A-11R-A41O-07	NEMP1--SMARCC2	2	30	chr12:57063119:-	chr12:56174764:-
PRAD	TCGA-V1-A9OL-01A-11R-A41O-07	DAB1--ITGB3BP	2	14	chr1:58506060:-	chr1:63454968:-
PRAD	TCGA-V1-A9OL-01A-11R-A41O-07	OMA1--ITGB3BP	2	14	chr1:58506060:-	chr1:63454968:-
PRAD	TCGA-V1-A9OL-01A-11R-A41O-07	ITGB3BP--TTC39A	2	8	chr1:63478764:-	chr1:51294511:-
PRAD	TCGA-V1-A9OT-01A-11R-A41O-07	MALAT1--SPZ1	3	41	chr11:65500814:+	chr5:80320137:+
PRAD	TCGA-V1-A9OT-01A-11R-A41O-07	GRHL2--ERG	1	6	chr8:101558812:+	chr21:38423561:-
PRAD	TCGA-V1-A9OT-01A-11R-A41O-07	DOCK6--SF3A1	1	2	chr19:11253639:-	chr22:30346519:-
PRAD	TCGA-V1-A9OY-01A-11R-A41O-07	TMPRSS2--ERG	8	14	chr21:41508081:-	chr21:38584945:-
PRAD	TCGA-V1-A9OY-01A-11R-A41O-07	GULP1--KCNJ13	2	5	chr2:188483492:+	chr2:232771378:-
PRAD	TCGA-V1-A9Z7-01A-11R-A41O-07	RB1CC1--ST18	5	34	chr8:52714075:-	chr8:52230077:-
PRAD	TCGA-V1-A9Z7-01A-11R-A41O-07	DIAPH2--MAGEA11	1	5	chrX:96738762:+	chrX:149688838:+
PRAD	TCGA-V1-A9Z8-01A-11R-A41O-07	NUDT4--ATAD5	2	10	chr12:93381031:+	chr17:30860433:+
PRAD	TCGA-V1-A9Z8-01A-11R-A41O-07	GALNT3--TTC21B	2	5	chr2:165794015:-	chr2:165901910:-
PRAD	TCGA-V1-A9Z8-01A-11R-A41O-07	SH2D4A--AP3M2	2	3	chr8:19313823:+	chr8:42157941:+
PRAD	TCGA-V1-A9ZG-01A-11R-A41O-07	TMPRSS2--ERG	26	89	chr21:41508081:-	chr21:38445621:-
PRAD	TCGA-V1-A9ZG-01A-11R-A41O-07	SCP2--NCAM1	2	7	chr1:52927465:+	chr11:113255874:+
PRAD	TCGA-V1-A9ZI-01A-11R-A41O-07	TUBB3--TRPM5	3	15	chr16:89923458:+	chr11:2418591:-
PRAD	TCGA-V1-A9ZI-01A-11R-A41O-07	NCOR1--TFDP2	4	2	chr17:16057514:-	chr3:141974191:-
PRAD	TCGA-V1-A9ZK-01A-11R-A41O-07	CUL2--CYP2C18	5	13	chr10:35090430:-	chr10:94687770:+
PRAD	TCGA-V1-A9ZK-01A-11R-A41O-07	FOXP2--ENKUR	2	7	chr7:114366640:+	chr10:24999546:-
PRAD	TCGA-V1-A9ZK-01A-11R-A41O-07	RAP1GDS1--H2AFZ	2	1	chr4:98293515:+	chr4:99949740:-
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	GABARAP--NUP205	35	157	chr17:7240398:-	chr7:135648325:+
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	CLTC--ETV4	9	30	chr17:59666977:+	chr17:43536479:-
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	NUP205--DVL2	5	6	chr7:135646231:+	chr17:7230155:-
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	C16orf62--CDR2	5	5	chr16:19610415:+	chr16:22349849:-
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	PSME3--TM9SF2	1	16	chr17:42839380:+	chr13:99562691:+
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	RNF4--RGS12	1	9	chr4:2500738:+	chr4:3378170:+
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	ABCD4--ELMSAN1	2	4	chr14:74292551:-	chr14:73722847:-
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	EP400--WHAMM	2	3	chr12:131994956:+	chr15:82819323:+
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	CTNNA1--COTL1	1	5	chr5:138783372:+	chr16:84566955:-
PRAD	TCGA-V1-A9ZR-01A-11R-A41O-07	NUP85--IL34	1	4	chr17:75226157:+	chr16:70646548:+
PRAD	TCGA-VN-A88K-01A-11R-A352-07	CDK7--RIN3	9	33	chr5:69235453:+	chr14:92641238:+
PRAD	TCGA-VN-A88K-01A-11R-A352-07	TMPRSS2--ERG	6	45	chr21:41508081:-	chr21:38584945:-
PRAD	TCGA-VN-A88K-01A-11R-A352-07	PLPP1--SREK1IP1	1	8	chr5:55534572:-	chr5:64754362:-
PRAD	TCGA-VN-A88L-01A-11R-A352-07	TMPRSS2--ERG	86	249	chr21:41498119:-	chr21:38445621:-
PRAD	TCGA-VN-A88L-01A-11R-A352-07	ERG--RPS18	21	60	chr21:38575662:-	chr6:33272628:+
PRAD	TCGA-VN-A88L-01A-11R-A352-07	DLD--SCEL	12	85	chr7:107891289:+	chr13:77597545:+
PRAD	TCGA-VN-A88L-01A-11R-A352-07	KIF5B--HHAT	4	32	chr10:32048464:-	chr1:210464505:+
PRAD	TCGA-VN-A88L-01A-11R-A352-07	SHROOM3--NNMT	3	19	chr4:76689702:+	chr11:114297951:+
PRAD	TCGA-VN-A88L-01A-11R-A352-07	HDAC5--PPY	1	5	chr17:44110729:-	chr17:43941214:-
PRAD	TCGA-VN-A88L-01A-11R-A352-07	HIPK2--MYCBP2	1	3	chr7:139715932:-	chr13:77158109:-
PRAD	TCGA-VN-A88M-01A-11R-A352-07	WWTR1--ATR	29	116	chr3:149656876:-	chr3:142449602:-
PRAD	TCGA-VN-A88M-01A-11R-A352-07	TMPRSS2--ERG	25	19	chr21:41508081:-	chr21:38445621:-
PRAD	TCGA-VN-A88N-01A-11R-A36G-07	LRBA--HFE2	4	13	chr4:150735258:-	chr1:146019734:-
PRAD	TCGA-VN-A88O-01A-11R-A352-07	CHD1--LIX1	2	1	chr5:98926334:-	chr5:97124629:-
PRAD	TCGA-VN-A88P-01A-11R-A352-07	ZNF148--MYLK	4	3	chr3:125323309:-	chr3:123793844:-
PRAD	TCGA-VN-A88P-01A-11R-A352-07	PPP1R12A--IMMT	3	3	chr12:79934695:-	chr2:86181372:-
PRAD	TCGA-VN-A88Q-01A-11R-A352-07	TMPRSS2--ERG	24	105	chr21:41498119:-	chr21:38445621:-
PRAD	TCGA-VN-A88R-01A-11R-A36G-07	ZFHX3--PMFBP1	1	10	chr16:72950469:-	chr16:72140582:-
PRAD	TCGA-VN-A88R-01A-11R-A36G-07	PIK3CB--CEP70	1	7	chr3:138733361:-	chr3:138508544:-
PRAD	TCGA-VN-A88R-01A-11R-A36G-07	GSK3B--CD80	1	3	chr3:120002046:-	chr3:119537418:-
PRAD	TCGA-VN-A943-01A-11R-A41O-07	GALNT7--GAB1	8	8	chr4:173168961:+	chr4:143415477:+
PRAD	TCGA-VN-A943-01A-11R-A41O-07	ATF3--USH2A	4	5	chr1:212618234:+	chr1:215838103:-
PRAD	TCGA-VN-A943-01A-11R-A41O-07	PARP8--ELL2	3	9	chr5:50668125:+	chr5:95943049:-
PRAD	TCGA-VN-A943-01A-11R-A41O-07	TET3--PATL1	3	2	chr2:74003166:+	chr11:59659469:-
PRAD	TCGA-VP-A872-01A-11R-A352-07	CUX2--CABP1	4	50	chr12:111263839:+	chr12:120659878:+
PRAD	TCGA-VP-A872-01A-11R-A352-07	TMPRSS2--ERG	7	35	chr21:41498119:-	chr21:38445621:-
PRAD	TCGA-VP-A872-01A-11R-A352-07	NFKBIA--TTC6	4	37	chr14:35403243:-	chr14:37790717:+
PRAD	TCGA-VP-A872-01A-11R-A352-07	TTC6--ERCC6L2	1	2	chr14:37737734:+	chr9:95880869:+
PRAD	TCGA-VP-A875-01A-31R-A352-07	TMPRSS2--ERG	27	37	chr21:41508081:-	chr21:38445621:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	TROVE2--CACNA1S	10	60	chr1:193059776:+	chr1:201070404:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	TRPM8--RAP1GAP	16	1	chr2:233954019:+	chr1:21611800:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	GSKIP--CLDN6	6	24	chr14:96379788:+	chr16:3015181:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	SLC4A4--GOLGA4	4	13	chr4:71547720:+	chr3:37355101:+
PRAD	TCGA-VP-A875-01A-31R-A352-07	AMD1--EPG5	2	18	chr6:110875215:+	chr18:45899566:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	KAT6B--SH3BP5L	3	12	chr10:74843478:+	chr1:248826521:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	MAP3K5--CLVS2	3	9	chr6:136650984:-	chr6:123048622:+
PRAD	TCGA-VP-A875-01A-31R-A352-07	AP1B1--CLTCL1	2	12	chr22:29388424:-	chr22:19234706:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	CLASP2--NMNAT3	2	9	chr3:33644757:-	chr3:139579055:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	EZR--SNX9	2	9	chr6:158818082:-	chr6:157896827:+
PRAD	TCGA-VP-A875-01A-31R-A352-07	AP3D1--KCTD19	2	7	chr19:2138619:-	chr16:67320885:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	IFNGR1--SMCHD1	1	7	chr6:137219243:-	chr18:2760652:+
PRAD	TCGA-VP-A875-01A-31R-A352-07	ARID1B--RAET1G	1	2	chr6:156779471:+	chr6:149919816:-
PRAD	TCGA-VP-A875-01A-31R-A352-07	KAT6A--FCGR1B	1	2	chr8:42048378:-	chr1:121092996:+
PRAD	TCGA-VP-A876-01A-11R-A352-07	TMPRSS2--ERG	24	67	chr21:41508081:-	chr21:38445621:-
PRAD	TCGA-VP-A876-01A-11R-A352-07	GPR160--PDCD10	4	11	chr3:170039043:+	chr3:167687316:-
PRAD	TCGA-VP-A876-01A-11R-A352-07	DDT--TPST2	3	7	chr22:23973768:-	chr22:26544675:-
PRAD	TCGA-VP-A876-01A-11R-A352-07	ABCC4--CCDC169	2	5	chr13:95186701:-	chr13:36227381:-
PRAD	TCGA-VP-A876-01A-11R-A352-07	SIPA1L2--TRIM11	2	3	chr1:232490874:-	chr1:228402161:-
PRAD	TCGA-VP-A876-01A-11R-A352-07	ZNF326--NEGR1	2	3	chr1:90005092:+	chr1:71698139:-
PRAD	TCGA-VP-A876-01A-11R-A352-07	NCOR1--CCDC144A	2	1	chr17:16061401:-	chr17:16761425:+
PRAD	TCGA-VP-A878-01A-31R-A352-07	PCMTD1--ST18	2	8	chr8:51898930:-	chr8:52230077:-
PRAD	TCGA-VP-A879-01A-11R-A352-07	TMPRSS2--ERG	42	26	chr21:41508081:-	chr21:38445621:-
PRAD	TCGA-VP-A879-01A-11R-A352-07	CDH1--TRHDE	4	12	chr16:68801893:+	chr12:72377995:+
PRAD	TCGA-VP-A87B-01A-11R-A352-07	SGMS1--VSTM4	4	19	chr10:50433476:-	chr10:49019775:-
PRAD	TCGA-VP-A87B-01A-11R-A352-07	SUMO1--MBD5	5	2	chr2:202220032:-	chr2:148054391:+
PRAD	TCGA-VP-A87B-01A-11R-A352-07	UAP1--LIX1L	4	6	chr1:162566348:+	chr1:145947782:-
PRAD	TCGA-VP-A87C-01A-11R-A352-07	SREBF1--STAT3	22	67	chr17:17823518:-	chr17:42348539:-
PRAD	TCGA-VP-A87C-01A-11R-A352-07	TMPRSS2--ERG	9	31	chr21:41508081:-	chr21:38445621:-
PRAD	TCGA-VP-A87D-01A-11R-A352-07	TMPRSS2--ERG	139	154	chr21:41508081:-	chr21:38445621:-
PRAD	TCGA-VP-A87D-01A-11R-A352-07	C14orf37--KIR2DL1	8	38	chr14:58131512:-	chr19:54778612:+
PRAD	TCGA-VP-A87D-01A-11R-A352-07	GTF2E2--FBXO16	7	20	chr8:30635032:-	chr8:28428736:-
PRAD	TCGA-VP-A87D-01A-11R-A352-07	OCLN--CDK14	2	18	chr5:69509819:+	chr7:91207165:+
PRAD	TCGA-VP-A87D-01A-11R-A352-07	CYLD--FAM49B	3	5	chr16:50742841:+	chr8:129970995:-
PRAD	TCGA-VP-A87D-01A-11R-A352-07	FBXO11--INTS9	2	7	chr2:47905489:-	chr8:28813612:-
PRAD	TCGA-VP-A87D-01A-11R-A352-07	FKBP1A--CTDP1	2	6	chr20:1392834:-	chr18:79695225:+
PRAD	TCGA-VP-A87D-01A-11R-A352-07	NME7--KMO	1	2	chr1:169230718:-	chr1:241586679:+
PRAD	TCGA-VP-A87D-01A-11R-A352-07	TPD52--C15orf65	1	1	chr8:80064478:-	chr15:55418223:+
PRAD	TCGA-VP-A87J-01A-11R-A352-07	ARHGEF12--GRIK4	7	69	chr11:120337275:+	chr11:120940347:+
PRAD	TCGA-VP-A87J-01A-11R-A352-07	PTEN--C1orf226	5	52	chr10:87894109:+	chr1:162383182:+
PRAD	TCGA-VP-A87J-01A-11R-A352-07	KIAA0907--ASH1L	4	18	chr1:155933633:-	chr1:155459898:-
PRAD	TCGA-VP-A87J-01A-11R-A352-07	PI4KA--FAM175A	6	9	chr22:20793193:-	chr4:83482244:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	TMPRSS2--ERG	211	176	chr21:41508081:-	chr21:38423561:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	DOPEY2--MYOSLID	37	85	chr21:36251284:+	chr2:207245289:+
PRAD	TCGA-VP-A87K-01A-11R-A352-07	ZZZ3--CXCL11	16	38	chr1:77683262:-	chr4:76036064:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	WBP1L--ADTRP	6	24	chr10:102798095:+	chr6:11768383:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	PPP3CA--SEPT11	4	13	chr4:101346739:-	chr4:76996425:+
PRAD	TCGA-VP-A87K-01A-11R-A352-07	ARHGEF38--COL25A1	4	12	chr4:105613507:+	chr4:108846219:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	ACTR1A--STN1	4	10	chr10:102502600:-	chr10:103882841:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	SEC16B--EGF	3	5	chr1:177958134:-	chr4:109993245:+
PRAD	TCGA-VP-A87K-01A-11R-A352-07	PDZRN3--EIF4E3	1	12	chr3:73602354:-	chr3:71728623:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	RBM19--CLK2	2	7	chr12:113927054:-	chr1:155270977:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	UGGT1--FOXP1	2	2	chr2:128182290:+	chr3:70978029:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	BICDL2--TP53	1	4	chr16:3028348:-	chr17:7675236:-
PRAD	TCGA-VP-A87K-01A-11R-A352-07	SGPL1--BTBD9	1	4	chr10:70816880:+	chr6:38192597:-
PRAD	TCGA-VP-AA1N-01A-31R-A41O-07	GALNT7--CEP44	60	310	chr4:173304118:+	chr4:174331482:+
PRAD	TCGA-WW-A8ZI-01A-11R-A37L-07	RAB4A--CNIH3	164	546	chr1:229299072:+	chr1:224521000:+
PRAD	TCGA-WW-A8ZI-01A-11R-A37L-07	ACPP--ZNF462	12	44	chr3:132317576:+	chr9:106923354:+
PRAD	TCGA-WW-A8ZI-01A-11R-A37L-07	TP53--ECSIT	3	7	chr17:7673535:-	chr19:11519193:-
PRAD	TCGA-WW-A8ZI-01A-11R-A37L-07	NSD2--DOK7	1	3	chr4:1939778:+	chr4:3485539:+
PRAD	TCGA-X4-A8KQ-01A-12R-A36G-07	TMPRSS2--ERG	22	203	chr21:41494356:-	chr21:38445621:-
PRAD	TCGA-X4-A8KQ-01A-12R-A36G-07	DDX23--SLC25A10	6	36	chr12:48835527:-	chr17:81717788:+
PRAD	TCGA-X4-A8KQ-01A-12R-A36G-07	SLC11A2--CDC27	5	3	chr12:51026315:-	chr17:47129521:-
PRAD	TCGA-XA-A8JR-01A-11R-A36G-07	LRBA--TPRG1-AS2	1	17	chr4:151014427:-	chr3:189238956:-
PRAD	TCGA-XJ-A83F-01A-11R-A352-07	TMPRSS2--ERG	185	460	chr21:41498119:-	chr21:38423561:-
PRAD	TCGA-XJ-A83F-01A-11R-A352-07	SLC45A3--TMPRSS2	1000	1000	chr1:205659489:-	chr21:41494578:-
PRAD	TCGA-XJ-A83G-01A-11R-A352-07	IRS2--MYO16	1	3	chr13:109782042:-	chr13:109206609:+
PRAD	TCGA-XJ-A83H-01A-11R-A352-07	TNK1--CHD3	4	6	chr17:7387457:+	chr17:7911464:+
PRAD	TCGA-XJ-A83H-01A-11R-A352-07	SMUG1--PPP2R5A	1	2	chr12:54182504:-	chr1:212333497:+
PRAD	TCGA-XJ-A9DI-01A-11R-A37L-07	TMPRSS2--ERG	15	34	chr21:41508081:-	chr21:38445621:-
PRAD	TCGA-XJ-A9DI-01A-11R-A37L-07	AFF3--IL1B	9	38	chr2:99727077:-	chr2:112836858:-
PRAD	TCGA-XJ-A9DI-01A-11R-A37L-07	STAU1--CYP26B1	1	4	chr20:49151582:-	chr2:72135419:-
PRAD	TCGA-XJ-A9DK-01A-11R-A37L-07	SMG1--SNF8	7	26	chr16:18925950:-	chr17:48941062:-
PRAD	TCGA-XJ-A9DK-01A-11R-A37L-07	TBL1XR1--C7orf72	7	2	chr3:177197121:-	chr7:50104314:+
PRAD	TCGA-XJ-A9DK-01A-11R-A37L-07	TMPRSS2--ERG	2	11	chr21:41508081:-	chr21:38445621:-
PRAD	TCGA-XJ-A9DK-01A-11R-A37L-07	TBL1XR1--AKR1E2	1	13	chr3:177098466:-	chr10:4830675:+
PRAD	TCGA-XJ-A9DK-01A-11R-A37L-07	ASXL2--IDH1	1	9	chr2:25878166:-	chr2:208251567:-
PRAD	TCGA-XJ-A9DQ-01A-11R-A37L-07	SLC45A3--ERG	8	91	chr1:205680394:-	chr21:38445621:-
PRAD	TCGA-XJ-A9DQ-01A-11R-A37L-07	MOV10--ZNHIT6	5	13	chr1:112675049:+	chr1:85680904:-
PRAD	TCGA-XJ-A9DQ-01A-11R-A37L-07	AGPAT3--ELK4	3	9	chr21:43971490:+	chr1:205600794:-
PRAD	TCGA-XJ-A9DQ-01A-11R-A37L-07	ELOVL5--CRYL1	2	2	chr6:53348817:-	chr13:20489496:-
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	TBC1D23--TMEM45A	16	23	chr3:100279760:+	chr3:100568822:+
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	BBS9--DPY19L2P3	9	29	chr7:33534176:+	chr7:29742147:+
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	FZR1--CELF5	10	22	chr19:3506474:+	chr19:3293319:+
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	REPS2--TXLNG	9	25	chrX:17133907:+	chrX:16834283:+
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	PPM1H--WIF1	8	27	chr12:62737502:-	chr12:65068904:-
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	ABHD17B--CCL25	1	51	chr9:71910634:-	chr19:8053000:+
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	ATP11B--HECW1	6	10	chr3:182842122:+	chr7:43507137:+
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	CEMIP--KATNAL2	4	5	chr15:80909306:+	chr18:47046457:+
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	MMP15--DRC7	1	8	chr16:58043627:+	chr16:57726068:+
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	CARMIL1--CDKAL1	1	7	chr6:25556850:+	chr6:21198021:+
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	FAM208A--ASB14	2	2	chr3:56633044:-	chr3:57289123:-
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	RALGAPA1--SLC25A21	1	6	chr14:35595634:-	chr14:36875004:-
PRAD	TCGA-XJ-A9DX-01A-11R-A37L-07	PPP1R37--BCL3	1	1	chr19:45093527:+	chr19:44751227:+
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	TMPRSS2--EML4	137	878	chr21:41487240:-	chr2:42331691:+
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	NDRG1--MYC	24	99	chr8:133280235:-	chr8:127738248:+
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	ANKRD22--MSMB	31	50	chr10:88826038:-	chr10:46040091:-
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	NCOA2--SGSM3	24	75	chr8:70403700:-	chr22:40400696:+
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	PPFIA1--INTS4	18	42	chr11:70355811:+	chr11:77883952:-
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	FRMD8--PSMD9	15	27	chr11:65405068:+	chr12:121915856:+
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	HSF1--MICALL1	15	9	chr8:144291874:+	chr22:37911952:+
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	RBM47--LEF1	8	37	chr4:40629396:-	chr4:108048751:-
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	FAM168B--ANKRD42	4	29	chr2:131082577:-	chr11:83224855:+
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	MAT2B--SFXN1	3	14	chr5:163505749:+	chr5:175492095:+
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	NTPCR--SMIM22	2	9	chr1:232956443:+	chr16:4794952:+
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	MTFR1--PEX2	2	3	chr8:65708011:+	chr8:76984195:-
PRAD	TCGA-XK-AAIV-01A-11R-A41O-07	EIF4ENIF1--C22orf24	2	2	chr22:31471844:-	chr22:31934449:-
