OncogeneID	OncogeneName	Alias	Links	Cytoband	FullName	GeneType
2260	FGFR1	BFGFR|CD331|CEK|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1	MIM:136350|HGNC:HGNC:3688|Ensembl:ENSG00000077782|HPRD:00634|Vega:OTTHUMG00000147366	8p11.23-p11.22	fibroblast growth factor receptor 1	protein-coding
2251	FGF6	HBGF-6|HST2	MIM:134921|HGNC:HGNC:3684|Ensembl:ENSG00000111241|HPRD:00623|Vega:OTTHUMG00000168242	12p13	fibroblast growth factor 6	protein-coding
2250	FGF5	HBGF-5|Smag-82|TCMGLY	MIM:165190|HGNC:HGNC:3683|Ensembl:ENSG00000138675|HPRD:01307|Vega:OTTHUMG00000130288	4q21	fibroblast growth factor 5	protein-coding
2249	FGF4	HBGF-4|HST|HST-1|HSTF1|K-FGF|KFGF	MIM:164980|HGNC:HGNC:3682|HPRD:01294	11q13.3	fibroblast growth factor 4	protein-coding
2248	FGF3	HBGF-3|INT2	MIM:164950|HGNC:HGNC:3681|HPRD:01289	11q13	fibroblast growth factor 3	protein-coding
2194	FASN	FAS|OA-519|SDR27X1	MIM:600212|HGNC:HGNC:3594|Ensembl:ENSG00000169710|HPRD:02567|Vega:OTTHUMG00000178527	17q25	fatty acid synthase	protein-coding
2123	EVI2A	EVDA|EVI-2A|EVI2	MIM:158380|HGNC:HGNC:3499|HPRD:08866	17q11.2	ecotropic viral integration site 2A	protein-coding
2122	MECOM	AML1-EVI-1|EVI1|MDS1|MDS1-EVI1|PRDM3|RUSAT2	MIM:165215|HGNC:HGNC:3498|Ensembl:ENSG00000085276|HPRD:01310|Vega:OTTHUMG00000158596	3q26.2	MDS1 and EVI1 complex locus	protein-coding
2115	ETV1	ER81	MIM:600541|HGNC:HGNC:3490|Ensembl:ENSG00000006468|HPRD:02765|Vega:OTTHUMG00000152403	7p21.3	ETS variant 1	protein-coding
208	AKT2	HIHGHH|PKBB|PKBBETA|PRKBB|RAC-BETA	MIM:164731|HGNC:HGNC:392|Ensembl:ENSG00000105221|HPRD:01262|Vega:OTTHUMG00000137375	19q13.1-q13.2	v-akt murine thymoma viral oncogene homolog 2	protein-coding
2078	ERG	erg-3|p55	MIM:165080|HGNC:HGNC:3446|Ensembl:ENSG00000157554|HPRD:01298|Vega:OTTHUMG00000090767	21q22.3	v-ets avian erythroblastosis virus E26 oncogene homolog	protein-coding
2066	ERBB4	ALS19|HER4|p180erbB4	MIM:600543|HGNC:HGNC:3432|Ensembl:ENSG00000178568|HPRD:02767|Vega:OTTHUMG00000133012	2q33.3-q34	erb-b2 receptor tyrosine kinase 4	protein-coding
2065	ERBB3	ErbB-3|HER3|LCCS2|MDA-BF-1|c-erbB-3|c-erbB3|erbB3-S|p180-ErbB3|p45-sErbB3|p85-sErbB3	MIM:190151|HGNC:HGNC:3431|Ensembl:ENSG00000065361|HPRD:01820|Vega:OTTHUMG00000170140	12q13	erb-b2 receptor tyrosine kinase 3	protein-coding
2017	CTTN	EMS1	MIM:164765|HGNC:HGNC:3338|Ensembl:ENSG00000085733|HPRD:01268|Vega:OTTHUMG00000134307	11q13	cortactin	protein-coding
200025	PFN1P3	COAS-3|COAS3	HGNC:HGNC:42987	1q21.2	profilin 1 pseudogene 3	pseudo
2000	ELF4	ELFR|MEF	MIM:300775|HGNC:HGNC:3319|Ensembl:ENSG00000102034|HPRD:06499|Vega:OTTHUMG00000022390	Xq26	E74 like ETS transcription factor 4	protein-coding
1977	EIF4E	AUTS19|CBP|EIF4E1|EIF4EL1|EIF4F|eIF-4E	MIM:133440|HGNC:HGNC:3287|HPRD:00591	4q23	eukaryotic translation initiation factor 4E	protein-coding
1969	EPHA2	ARCC2|CTPA|CTPP1|CTRCT6|ECK	MIM:176946|HGNC:HGNC:3386|Ensembl:ENSG00000142627|HPRD:01494|Vega:OTTHUMG00000009527	1p36	EPH receptor A2	protein-coding
1917	EEF1A2	EEF1AL|EF-1-alpha-2|EF1A|EIEE33|HS1|MRD38|STN|STNL	MIM:602959|HGNC:HGNC:3192|Ensembl:ENSG00000101210|HPRD:04265|Vega:OTTHUMG00000033076	20q13.3	eukaryotic translation elongation factor 1 alpha 2	protein-coding
1894	ECT2	ARHGEF31	MIM:600586|HGNC:HGNC:3155|Ensembl:ENSG00000114346|HPRD:11860|Vega:OTTHUMG00000156762	3q26.1-q26.2	epithelial cell transforming 2	protein-coding
1869	E2F1	E2F-1|RBAP1|RBBP3|RBP3	MIM:189971|HGNC:HGNC:3113|Ensembl:ENSG00000101412|HPRD:01806|Vega:OTTHUMG00000032265	20q11.2	E2F transcription factor 1	protein-coding
1830	DSG3	CDHF6|PVA	MIM:169615|HGNC:HGNC:3050|Ensembl:ENSG00000134757|HPRD:01355|Vega:OTTHUMG00000131985	18q12.1	desmoglein 3	protein-coding
1749	DLX5	SHFM1D	MIM:600028|HGNC:HGNC:2918|Ensembl:ENSG00000105880|HPRD:02492|Vega:OTTHUMG00000154200	7q22	distal-less homeobox 5	protein-coding
1656	DDX6	HLR2|P54|RCK	MIM:600326|HGNC:HGNC:2747|Ensembl:ENSG00000110367|HPRD:02638	11q23.3	DEAD-box helicase 6	protein-coding
1643	DDB2	DDBB|UV-DDB2|XPE	MIM:600811|HGNC:HGNC:2718|Ensembl:ENSG00000134574|HPRD:02886|Vega:OTTHUMG00000187453	11p11.2	damage specific DNA binding protein 2	protein-coding
1616	DAXX	BING2|DAP6|EAP1	MIM:603186|HGNC:HGNC:2681|Ensembl:ENSG00000204209|HPRD:04424|Vega:OTTHUMG00000031203	6p21.3	death-domain associated protein	protein-coding
1591	CYP24A1	CP24|CYP24|HCAI|P450-CC24	MIM:126065|HGNC:HGNC:2602|Ensembl:ENSG00000019186|HPRD:00522|Vega:OTTHUMG00000032773	20q13	cytochrome P450 family 24 subfamily A member 1	protein-coding
1523	CUX1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GOLIM6|Nbla10317|p100|p110|p200|p75	MIM:116896|HGNC:HGNC:2557|Ensembl:ENSG00000257923|HPRD:00295|Vega:OTTHUMG00000157129	7q22.1	cut like homeobox 1	protein-coding
151871	DPPA2	CT100|ECAT15-2|PESCRG1	MIM:614445|HGNC:HGNC:19197|Ensembl:ENSG00000163530|HPRD:13248|Vega:OTTHUMG00000159227	3q13.13	developmental pluripotency associated 2	protein-coding
149013	NBPF12	COAS1|KIAA1245	MIM:608607|HGNC:HGNC:24297|Ensembl:ENSG00000268043|Vega:OTTHUMG00000043708	1q21	neuroblastoma breakpoint family member 12	protein-coding
1490	CTGF	CCN2|HCS24|IGFBP8|NOV2	MIM:121009|HGNC:HGNC:2500|Ensembl:ENSG00000118523|HPRD:00412|Vega:OTTHUMG00000015573	6q23.1	connective tissue growth factor	protein-coding
1488	CTBP2	-	MIM:602619|HGNC:HGNC:2495|HPRD:04016	10q26.13	C-terminal binding protein 2	protein-coding
1457	CSNK2A1	CK2A1|CKII|CSNK2A3	MIM:115440|HGNC:HGNC:2457|Ensembl:ENSG00000101266|HPRD:00277	20p13	casein kinase 2 alpha 1	protein-coding
1399	CRKL	-	MIM:602007|HGNC:HGNC:2363|Ensembl:ENSG00000099942|HPRD:03596|Vega:OTTHUMG00000150807	22q11.21	v-crk avian sarcoma virus CT10 oncogene homolog-like	protein-coding
1326	MAP3K8	AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT	MIM:191195|HGNC:HGNC:6860|Ensembl:ENSG00000107968|HPRD:01863|Vega:OTTHUMG00000017889	10p11.23	mitogen-activated protein kinase kinase kinase 8	protein-coding
128869	PIGU	CDC91L1|GAB1	MIM:608528|HGNC:HGNC:15791|Ensembl:ENSG00000101464|HPRD:12250|Vega:OTTHUMG00000032304	20q11.22	phosphatidylinositol glycan anchor biosynthesis class U	protein-coding
117159	DCD	AIDD|DCD-1|DSEP|HCAP|PIF	MIM:606634|HGNC:HGNC:14669|Ensembl:ENSG00000161634|HPRD:07363|Vega:OTTHUMG00000169937	12q13.1	dermcidin	protein-coding
1163	CKS1B	CKS1|PNAS-16|PNAS-18|ckshs1	MIM:116900|HGNC:HGNC:19083|Ensembl:ENSG00000173207|HPRD:00299|Vega:OTTHUMG00000037413	1q21.2	CDC28 protein kinase regulatory subunit 1B	protein-coding
11279	KLF8	BKLF3|ZNF741	MIM:300286|HGNC:HGNC:6351|Ensembl:ENSG00000102349|HPRD:02238	Xp11.21	Kruppel-like factor 8	protein-coding
11240	PADI2	PAD-H19|PAD2|PDI2	MIM:607935|HGNC:HGNC:18341|Ensembl:ENSG00000117115|HPRD:06396|Vega:OTTHUMG00000002295	1p36.13	peptidyl arginine deiminase, type II	protein-coding
11186	RASSF1	123F2|NORE2A|RASSF1A|RDA32|REH3P21	MIM:605082|HGNC:HGNC:9882|Ensembl:ENSG00000068028|HPRD:05470|Vega:OTTHUMG00000149958	3p21.3	Ras association domain family member 1	protein-coding
11156	PTP4A3	PRL-3|PRL-R|PRL3	MIM:606449|HGNC:HGNC:9636|Ensembl:ENSG00000184489|HPRD:05922	8q24.3	protein tyrosine phosphatase type IVA, member 3	protein-coding
11116	FGFR1OP	FOP	MIM:605392|HGNC:HGNC:17012|Ensembl:ENSG00000213066|HPRD:10392	6q27	FGFR1 oncogene partner	protein-coding
11065	UBE2C	UBCH10|dJ447F3.2	MIM:605574|HGNC:HGNC:15937|Ensembl:ENSG00000175063|HPRD:05717|Vega:OTTHUMG00000033038	20q13.12	ubiquitin conjugating enzyme E2C	protein-coding
10962	MLLT11	AF1Q	MIM:604684|HGNC:HGNC:16997|HPRD:05251	1q21	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	protein-coding
10768	AHCYL1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	MIM:607826|HGNC:HGNC:344|Ensembl:ENSG00000168710|HPRD:07613|Vega:OTTHUMG00000011652	1p13.2	adenosylhomocysteinase like 1	protein-coding
10752	CHL1	CALL|L1CAM2	MIM:607416|HGNC:HGNC:1939|Ensembl:ENSG00000134121|HPRD:07598|Vega:OTTHUMG00000090601	3p26.1	cell adhesion molecule L1 like	protein-coding
10744	PTTG2	-	MIM:604231|HGNC:HGNC:9691|Ensembl:ENSG00000250254|HPRD:09176|Vega:OTTHUMG00000160424	4p12	pituitary tumor-transforming 2	protein-coding
10642	IGF2BP1	CRD-BP|CRDBP|IMP-1|IMP1|VICKZ1|ZBP1	MIM:608288|HGNC:HGNC:28866|Ensembl:ENSG00000159217|HPRD:09752|Vega:OTTHUMG00000161173	17q21.32	insulin like growth factor 2 mRNA binding protein 1	protein-coding
10461	MERTK	MER|RP38|Tyro12|c-Eyk|c-mer	MIM:604705|HGNC:HGNC:7027|Ensembl:ENSG00000153208|HPRD:05269|Vega:OTTHUMG00000131278	2q14.1	MER proto-oncogene, tyrosine kinase	protein-coding
10456	HAX1	HCLSBP1|HS1BP1|SCN3	MIM:605998|HGNC:HGNC:16915|Ensembl:ENSG00000143575|HPRD:12075|Vega:OTTHUMG00000035978	1q21.3	HCLS1 associated protein X-1	protein-coding
10451	VAV3	-	MIM:605541|HGNC:HGNC:12659|Ensembl:ENSG00000134215|HPRD:05706|Vega:OTTHUMG00000010995	1p13.3	vav guanine nucleotide exchange factor 3	protein-coding
1045	CDX2	CDX-3|CDX2/AS|CDX3	MIM:600297|HGNC:HGNC:1806|HPRD:02622	13q12.3	caudal type homeobox 2	protein-coding
10342	TFG	HMSNP|SPG57|TF6|TRKT3	MIM:602498|HGNC:HGNC:11758|Ensembl:ENSG00000114354|HPRD:03932|Vega:OTTHUMG00000159085	3q12.2	TRK-fused gene	protein-coding
1033	CDKN3	CDI1|CIP2|KAP|KAP1	MIM:123832|HGNC:HGNC:1791|Ensembl:ENSG00000100526|HPRD:00450|Vega:OTTHUMG00000140302	14q22	cyclin-dependent kinase inhibitor 3	protein-coding
10276	NET1	ARHGEF8|NET1A	MIM:606450|HGNC:HGNC:14592|Ensembl:ENSG00000173848|HPRD:07342|Vega:OTTHUMG00000017596	10p15	neuroepithelial cell transforming 1	protein-coding
1026	CDKN1A	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	MIM:116899|HGNC:HGNC:1784|Ensembl:ENSG00000124762|HPRD:00298|Vega:OTTHUMG00000014603	6p21.2	cyclin-dependent kinase inhibitor 1A	protein-coding
10253	SPRY2	IGAN3|hSPRY2	MIM:602466|HGNC:HGNC:11270|Ensembl:ENSG00000136158|HPRD:03916|Vega:OTTHUMG00000017140	13q31.1	sprouty RTK signaling antagonist 2	protein-coding
1024	CDK8	K35	MIM:603184|HGNC:HGNC:1779|Ensembl:ENSG00000132964|HPRD:04422|Vega:OTTHUMG00000016617	13q12	cyclin-dependent kinase 8	protein-coding
1021	CDK6	MCPH12|PLSTIRE	MIM:603368|HGNC:HGNC:1777|Ensembl:ENSG00000105810|HPRD:04533|Vega:OTTHUMG00000131697	7q21-q22	cyclin-dependent kinase 6	protein-coding
1019	CDK4	CMM3|PSK-J3	MIM:123829|HGNC:HGNC:1773|Ensembl:ENSG00000135446|HPRD:00447|Vega:OTTHUMG00000170382	12q14	cyclin-dependent kinase 4	protein-coding
1015	CDH17	CDH16|HPT-1|HPT1	MIM:603017|HGNC:HGNC:1756|Ensembl:ENSG00000079112|HPRD:04312|Vega:OTTHUMG00000164391	8q22.1	cadherin 17	protein-coding
100272147	CMC4	C6.1B|MTCP1|MTCP1B|MTCP1NB|p8|p8MTCP1	HGNC:HGNC:35428|Ensembl:ENSG00000182712|Vega:OTTHUMG00000158504	Xq28	C-x(9)-C motif containing 4	protein-coding
10023	FRAT1	-	MIM:602503|HGNC:HGNC:3944|Ensembl:ENSG00000165879|HPRD:03935|Vega:OTTHUMG00000018848	10q24.1	frequently rearranged in advanced T-cell lymphomas 1	protein-coding
100133941	CD24	CD24A	MIM:600074|HGNC:HGNC:1645|Ensembl:ENSG00000272398|Vega:OTTHUMG00000188439	6q21	CD24 molecule	protein-coding
100126333	MIR708	MIRN708|hsa-mir-708	HGNC:HGNC:33654|Ensembl:ENSG00000211997|miRBase:MI0005543	11q14.1	microRNA 708	ncRNA
995	CDC25C	CDC25|PPP1R60	MIM:157680|HGNC:HGNC:1727|Ensembl:ENSG00000158402|HPRD:01146|Vega:OTTHUMG00000129203	5q31	cell division cycle 25C	protein-coding
993	CDC25A	CDC25A2	MIM:116947|HGNC:HGNC:1725|Ensembl:ENSG00000164045|HPRD:00305|Vega:OTTHUMG00000133535	3p21	cell division cycle 25A	protein-coding
9928	KIF14	MKS12	MIM:611279|HGNC:HGNC:19181|Ensembl:ENSG00000118193|HPRD:06605|Vega:OTTHUMG00000035723	1q32.1	kinesin family member 14	protein-coding
9846	GAB2	-	MIM:606203|HGNC:HGNC:14458|Ensembl:ENSG00000033327|HPRD:05866|Vega:OTTHUMG00000166673	11q14.1	GRB2 associated binding protein 2	protein-coding
983	CDK1	CDC2|CDC28A|P34CDC2	MIM:116940|HGNC:HGNC:1722|Ensembl:ENSG00000170312|HPRD:00302|Vega:OTTHUMG00000018290	10q21.1	cyclin-dependent kinase 1	protein-coding
9792	SERTAD2	Sei-2|TRIP-Br2	HGNC:HGNC:30784|Ensembl:ENSG00000179833|HPRD:18040|Vega:OTTHUMG00000152678	2p14	SERTA domain containing 2	protein-coding
9768	KIAA0101	L5|NS5ATP9|OEATC|OEATC-1|OEATC1|PAF|PAF15|p15(PAF)|p15/PAF|p15PAF	MIM:610696|HGNC:HGNC:28961|HPRD:13778	15q22.31	KIAA0101	protein-coding
9733	SART3	DSAP1|P100|RP11-13G14|TIP110|p110|p110(nrb)	MIM:611684|HGNC:HGNC:16860|Ensembl:ENSG00000075856|HPRD:11532|Vega:OTTHUMG00000169449	12q24.1	squamous cell carcinoma antigen recognized by T-cells 3	protein-coding
9700	ESPL1	ESP1|SEPA	MIM:604143|HGNC:HGNC:16856|Ensembl:ENSG00000135476|HPRD:06825|Vega:OTTHUMG00000169674	12q	extra spindle pole bodies like 1, separase	protein-coding
94274	PPP1R14A	CPI-17|CPI17|PPP1INL	MIM:608153|HGNC:HGNC:14871|Ensembl:ENSG00000167641|HPRD:16291|Vega:OTTHUMG00000181892	19q13.1	protein phosphatase 1 regulatory inhibitor subunit 14A	protein-coding
94234	FOXQ1	HFH1	MIM:612788|HGNC:HGNC:20951|HPRD:17015	6p25	forkhead box Q1	protein-coding
93550	ZFAND4	ANUBL1	HGNC:HGNC:23504|Ensembl:ENSG00000172671|HPRD:16494|Vega:OTTHUMG00000018085	10q11.22	zinc finger AN1-type containing 4	protein-coding
93166	PRDM6	-	HGNC:HGNC:9350|Ensembl:ENSG00000061455|Vega:OTTHUMG00000150469	5q23.2	PR domain 6	protein-coding
92105	INTS4	INT4|MST093	MIM:611348|HGNC:HGNC:25048|Ensembl:ENSG00000149262|HPRD:12386|Vega:OTTHUMG00000166629	11q14.1	integrator complex subunit 4	protein-coding
9181	ARHGEF2	GEF|GEF-H1|GEFH1|LFP40|P40	MIM:607560|HGNC:HGNC:682|Ensembl:ENSG00000116584|HPRD:10458|Vega:OTTHUMG00000017464	1q21-q22	Rho/Rac guanine nucleotide exchange factor 2	protein-coding
9138	ARHGEF1	GEF1|LBCL2|LSC|P115-RHOGEF|SUB1.5	MIM:601855|HGNC:HGNC:681|Ensembl:ENSG00000076928|HPRD:03511|Vega:OTTHUMG00000182679	19q13.13	Rho guanine nucleotide exchange factor 1	protein-coding
9043	SPAG9	CT89|HLC-6|HLC4|HLC6|JIP-4|JIP4|JLP|PHET|PIG6	MIM:605430|HGNC:HGNC:14524|Ensembl:ENSG00000008294|HPRD:10398|Vega:OTTHUMG00000162316	17q21.33	sperm associated antigen 9	protein-coding
8941	CDK5R2	NCK5AI|P39|p39nck5ai	MIM:603764|HGNC:HGNC:1776|Ensembl:ENSG00000171450|HPRD:04790|Vega:OTTHUMG00000133083	2q35	cyclin-dependent kinase 5, regulatory subunit 2 (p39)	protein-coding
891	CCNB1	CCNB	MIM:123836|HGNC:HGNC:1579|Ensembl:ENSG00000134057|HPRD:00454|Vega:OTTHUMG00000097817	5q12	cyclin B1	protein-coding
8880	FUBP1	FBP|FUBP|hDH V	MIM:603444|HGNC:HGNC:4004|Ensembl:ENSG00000162613|HPRD:10349|Vega:OTTHUMG00000040799	1p31.1	far upstream element binding protein 1	protein-coding
8878	SQSTM1	A170|FTDALS3|OSIL|PDB3|ZIP3|p60|p62|p62B	MIM:601530|HGNC:HGNC:11280|Ensembl:ENSG00000161011|HPRD:03319|Vega:OTTHUMG00000150643	5q35	sequestosome 1	protein-coding
8837	CFLAR	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	MIM:603599|HGNC:HGNC:1876|Ensembl:ENSG00000003402|HPRD:04671|Vega:OTTHUMG00000132819	2q33-q34	CASP8 and FADD like apoptosis regulator	protein-coding
8811	GALR2	GAL2-R|GALNR2|GALR-2	MIM:603691|HGNC:HGNC:4133|Ensembl:ENSG00000182687|HPRD:04735|Vega:OTTHUMG00000167479	17q25.3	galanin receptor 2	protein-coding
8754	ADAM9	CORD9|MCMP|MDC9|Mltng	MIM:602713|HGNC:HGNC:216|Ensembl:ENSG00000168615|HPRD:04091|Vega:OTTHUMG00000159783	8p11.22	ADAM metallopeptidase domain 9	protein-coding
868	CBLB	Cbl-b|Nbla00127|RNF56	MIM:604491|HGNC:HGNC:1542|Ensembl:ENSG00000114423|HPRD:05136|Vega:OTTHUMG00000150654	3q13.11	Cbl proto-oncogene B, E3 ubiquitin protein ligase	protein-coding
8643	PTCH2	PTC2	MIM:603673|HGNC:HGNC:9586|Ensembl:ENSG00000117425|HPRD:04722|Vega:OTTHUMG00000008490	1p34.1	patched 2	protein-coding
864	RUNX3	AML2|CBFA3|PEBP2aC	MIM:600210|HGNC:HGNC:10473|Ensembl:ENSG00000020633|HPRD:02565|Vega:OTTHUMG00000003316	1p36	runt related transcription factor 3	protein-coding
8544	PIR	-	MIM:300931|HGNC:HGNC:30048|Ensembl:ENSG00000087842|HPRD:04510|Vega:OTTHUMG00000021176	Xp22.2	pirin	protein-coding
8543	LMO4	-	MIM:603129|HGNC:HGNC:6644|Ensembl:ENSG00000143013|HPRD:09122|Vega:OTTHUMG00000010248	1p22.3	LIM domain only 4	protein-coding
84939	MUM1	EXPAND1|HSPC211|MUM-1	HGNC:HGNC:29641|Ensembl:ENSG00000160953|HPRD:14789|Vega:OTTHUMG00000180055	19p13.3	melanoma associated antigen (mutated) 1	protein-coding
8493	PPM1D	PP2C-DELTA|WIP1	MIM:605100|HGNC:HGNC:9277|Ensembl:ENSG00000170836|HPRD:05482|Vega:OTTHUMG00000180052	17q23.2	protein phosphatase, Mg2+/Mn2+ dependent 1D	protein-coding
84864	MINA	MDIG|MINA53|NO52|ROX	MIM:612049|HGNC:HGNC:19441|Ensembl:ENSG00000170854|HPRD:17575|Vega:OTTHUMG00000160107	3q11.2	MYC induced nuclear antigen	protein-coding
84717	HDGFRP2	HDGF-2|HDGF2|HRP-2	Ensembl:ENSG00000167674|HPRD:13639|Vega:OTTHUMG00000182007	19p13.3	hepatoma-derived growth factor-related protein 2	protein-coding
8451	CUL4A	-	MIM:603137|HGNC:HGNC:2554|Ensembl:ENSG00000139842|HPRD:07218	13q34	cullin 4A	protein-coding
84441	MAML2	MAM-3|MAM2|MAM3|MLL-MAML2	MIM:607537|HGNC:HGNC:16259|Ensembl:ENSG00000184384|HPRD:09608|Vega:OTTHUMG00000167677	11q21	mastermind like transcriptional coactivator 2	protein-coding
84299	MIEN1	C17orf37|C35|ORB3|RDX12|XTP4	MIM:611802|HGNC:HGNC:28230|Ensembl:ENSG00000141741|HPRD:12681|Vega:OTTHUMG00000133252	17q12	migration and invasion enhancer 1	protein-coding
83596	BCL2L12	-	MIM:610837|HGNC:HGNC:13787|Ensembl:ENSG00000126453|HPRD:16543	19q13.3	BCL2 like 12	protein-coding
822	CAPG	AFCP|HEL-S-66|MCP	MIM:153615|HGNC:HGNC:1474|Ensembl:ENSG00000042493|HPRD:01088|Vega:OTTHUMG00000130183	2p11.2	capping actin protein, gelsolin like	protein-coding
8202	NCOA3	ACTR|AIB-1|AIB1|CAGH16|CTG26|KAT13B|RAC3|SRC-3|SRC3|TNRC14|TNRC16|TRAM-1|bHLHe42|pCIP	MIM:601937|HGNC:HGNC:7670|Ensembl:ENSG00000124151|HPRD:03570|Vega:OTTHUMG00000033061	20q12	nuclear receptor coactivator 3	protein-coding
81788	NUAK2	SNARK	MIM:608131|HGNC:HGNC:29558|Ensembl:ENSG00000163545|HPRD:12172|Vega:OTTHUMG00000037196	1q32.1	NUAK family kinase 2	protein-coding
81608	FIP1L1	FIP1|Rhe|hFip1	MIM:607686|HGNC:HGNC:19124|Ensembl:ENSG00000145216|HPRD:09646|Vega:OTTHUMG00000128701	4q12	factor interacting with PAPOLA and CPSF1	protein-coding
81607	NECTIN4	EDSS1|LNIR|PRR4|PVRL4|nectin-4	MIM:609607|HGNC:HGNC:19688|Ensembl:ENSG00000143217|HPRD:17934|Vega:OTTHUMG00000031475	1q23.3	nectin cell adhesion molecule 4	protein-coding
81603	TRIM8	GERP|RNF27	MIM:606125|HGNC:HGNC:15579|Ensembl:ENSG00000171206|HPRD:06934|Vega:OTTHUMG00000018964	10q24.3	tripartite motif containing 8	protein-coding
80789	INTS5	INT5|KIAA1698	MIM:611349|HGNC:HGNC:29352|Ensembl:ENSG00000185085|HPRD:13883|Vega:OTTHUMG00000167605	11q12.3	integrator complex subunit 5	protein-coding
79872	CBLL1	HAKAI|RNF188	MIM:606872|HGNC:HGNC:21225|Ensembl:ENSG00000105879|HPRD:07590|Vega:OTTHUMG00000154809	7q22.3	Cbl proto-oncogene like 1, E3 ubiquitin protein ligase	protein-coding
79727	LIN28A	CSDD1|LIN-28|LIN28|ZCCHC1|lin-28A	MIM:611043|HGNC:HGNC:15986|Ensembl:ENSG00000131914|HPRD:17278|Vega:OTTHUMG00000003550	1p36.11	lin-28 homolog A	protein-coding
7965	AIMP2	JTV-1|JTV1|P38|PRO0992	MIM:600859|HGNC:HGNC:20609|Ensembl:ENSG00000106305|HPRD:02915|Vega:OTTHUMG00000122077	7p22	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	protein-coding
79366	HMGN5	NBP-45|NSBP1	MIM:300385|HGNC:HGNC:8013|Ensembl:ENSG00000198157|HPRD:02310|Vega:OTTHUMG00000021911	Xq13.3	high mobility group nucleosome binding domain 5	protein-coding
78986	DUSP26	DSP-4|DUSP24|LDP-4|MKP-8|MKP8|NATA1|NEAP|SKRP3	HGNC:HGNC:28161|Ensembl:ENSG00000133878|HPRD:14421|Vega:OTTHUMG00000163961	8p12	dual specificity phosphatase 26 (putative)	protein-coding
7852	CXCR4	CD184|D2S201E|FB22|HM89|HSY3RR|LAP-3|LAP3|LCR1|LESTR|NPY3R|NPYR|NPYRL|NPYY3R|WHIM|WHIMS	MIM:162643|HGNC:HGNC:2561|Ensembl:ENSG00000121966|HPRD:01217|Vega:OTTHUMG00000153583	2q21	chemokine (C-X-C motif) receptor 4	protein-coding
7813	EVI5	EVI-5|NB4S	MIM:602942|HGNC:HGNC:3501|Ensembl:ENSG00000067208|HPRD:04249|Vega:OTTHUMG00000010895	1p22.1	ecotropic viral integration site 5	protein-coding
7750	ZMYM2	FIM|MYM|RAMP|SCLL|ZNF198	MIM:602221|HGNC:HGNC:12989|Ensembl:ENSG00000121741|HPRD:03745|Vega:OTTHUMG00000016507	13q11-q12	zinc finger MYM-type containing 2	protein-coding
768216	MIR454	MIRN454|hsa-mir-454|mir-454	HGNC:HGNC:33137|Ensembl:ENSG00000211514|miRBase:MI0003820	17q22	microRNA 454	ncRNA
7546	ZIC2	HPE5	MIM:603073|HGNC:HGNC:12873|Ensembl:ENSG00000043355|HPRD:04353|Vega:OTTHUMG00000017279	13q32	Zic family member 2	protein-coding
7534	YWHAZ	14-3-3-zeta|HEL-S-3|HEL-S-93|HEL4|KCIP-1|YWHAD	MIM:601288|HGNC:HGNC:12855|Ensembl:ENSG00000164924|HPRD:03183|Vega:OTTHUMG00000134291	8q23.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	protein-coding
7532	YWHAG	14-3-3GAMMA|PPP1R170	MIM:605356|HGNC:HGNC:12852|Ensembl:ENSG00000170027|HPRD:05639|Vega:OTTHUMG00000022862	7q11.23	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	protein-coding
7528	YY1	DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1	MIM:600013|HGNC:HGNC:12856|HPRD:02482	14q	YY1 transcription factor	protein-coding
7480	WNT10B	SHFM6|WNT-12	MIM:601906|HGNC:HGNC:12775|Ensembl:ENSG00000169884|HPRD:03548|Vega:OTTHUMG00000150734	12q13	wingless-type MMTV integration site family member 10B	protein-coding
7474	WNT5A	hWNT5A	MIM:164975|HGNC:HGNC:12784|Ensembl:ENSG00000114251|HPRD:01293|Vega:OTTHUMG00000158361	3p21-p14	wingless-type MMTV integration site family member 5A	protein-coding
7472	WNT2	INT1L1|IRP	MIM:147870|HGNC:HGNC:12780|Ensembl:ENSG00000105989|HPRD:00999|Vega:OTTHUMG00000023428	7q31.2	wingless-type MMTV integration site family member 2	protein-coding
7410	VAV2	VAV-2	MIM:600428|HGNC:HGNC:12658|Ensembl:ENSG00000160293|HPRD:02694|Vega:OTTHUMG00000020882	9q34.1	vav guanine nucleotide exchange factor 2	protein-coding
